BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9,fr_COO,fr_COO2,EC1,EC2
159.4212455,4.698377303,2.722704946,2.722704946,1.766738912,1.766738912,0.844766312,0.303033666,24.02229223,0.0,148.0371734,1.0,1.5,1.833333333,-1.1,140.05,3.848565935,10.74091167,-2.16087963,5,0.0,11.93861058,0.0,6.420821623,0.0,11.93861058,12.20793278,9.589074368,52.83333333,2,2,1,1
290.9879408,5.647065708,3.456597548,3.456597548,2.422954743,2.422954743,1.743286972,0.757240859,12.07327168,12.17033346,180.0422587,1.666666667,2.333333333,2.833333333,-1.51,172.095,1.416344473,10.22080263,-1.667416856,6,11.49902367,5.969305288,0.0,12.13273414,0.0,5.969305288,12.52478801,11.21535881,39.16666667,1,1,1,1
26.26466251,2.27005561,0.408248291,0.408248291,0.223606798,0.223606798,0.0,0.0,0.0,0.0,45.02146372,2.0,2.0,2.0,-0.53,38.029,1.47,4.666666667,0.069444444,2,0.0,0.0,0.0,6.420821623,6.9237372,6.286160523,6.9237372,4.794537184,15.16666667,0,0,1,1
862.2099983,9.259838812,4.71624163,4.71624163,3.50835221,3.50835221,2.431943542,1.600679156,0.0,17.2485355,270.0892089,1.3,1.9,2.4,-2.75,256.172,2.515851368,12.38182115,-0.191621315,4,0.0,0.0,12.13273414,17.69618563,12.13273414,10.96924436,0.0,0.0,44.0,0,0,1,1
233.8861379,6.123609001,4.267025738,7.848912828,3.38313403,6.123609001,2.936500125,0.441709772,46.93617653,0.0,214.0242393,1.076923077,1.846153846,2.153846154,0.0,203.022,5.114575341,11.48240442,-4.564714506,9,0.0,66.94956252,0.0,0.0,0.0,15.64539425,36.62379833,18.34940556,34.74287384,0,0,0,0
569.1704651,16.81096817,9.94971273,9.94971273,8.625988407,8.625988407,6.754020141,2.526548234,23.88763113,17.11221722,459.2194948,1.03,1.95,2.5,-1.71,420.205,3.646722911,11.40887272,-1.012535273,4,5.749511833,11.93861058,13.8474744,68.3735413,19.18694784,11.93861058,71.13195343,9.589074368,97.66666667,2,2,1,0
273.5028002,5.91279002,3.627811189,3.627811189,2.719449317,2.719449317,1.291690175,0.92441103,12.07327168,12.17033346,162.0528234,1.416666667,2.0,2.5,-1.51,152.061,1.639878337,10.24335042,-1.049991969,4,6.103966388,5.969305288,12.13273414,17.69618563,0.0,11.75255023,6.103966388,11.21535881,39.66666667,1,1,1,1
170.3657024,5.574586063,3.56200947,3.56200947,3.455164039,3.455164039,2.270069222,1.081733811,12.07327168,0.0,174.1004423,1.166666667,1.75,2.125,-1.08,160.092,3.47,9.488774565,-1.101296296,2,6.041840829,5.969305288,6.066367069,30.6862899,0.0,5.969305288,6.041840829,4.794537184,33.66666667,1,1,1,1
696.8934058,9.541713896,5.829901953,5.829901953,4.359807077,4.359807077,2.946443621,2.135461645,5.428790392,33.97802727,270.0528234,0.85,1.55,2.25,-2.95,260.16,1.948260709,12.02090955,-0.410347222,6,23.3452068,0.0,0.0,24.26546827,17.69618563,10.96924436,0.0,0.0,50.30477041,0,0,1,1
1881.179805,26.50025676,16.07543682,22.5587364,12.72238524,18.13494972,11.90570416,4.99791529,84.55497195,47.36020569,895.2221995,1.01754386,1.701754386,2.385964912,-2.48,845.336,14.59616471,12.67498613,-5.577001456,29,36.25988634,23.46809137,32.53309655,6.420821623,37.09900013,69.14135342,57.33288437,50.69749222,108.831622,0,0,0,0
140.9737366,4.198377303,2.609632772,2.609632772,1.812045589,1.812045589,0.903073716,0.602585558,5.969305288,13.02770359,148.0735589,1.857142857,2.285714286,2.285714286,-0.57,140.05,3.43,10.26175926,-0.933313492,4,6.041840829,5.969305288,0.0,19.38639965,0.0,5.969305288,19.26246487,4.794537184,30.83333333,1,1,1,1
113.6254878,4.7876937,2.068931893,2.068931893,1.462517642,1.462517642,0.881731844,0.212963369,12.01114612,6.420821623,122.0367794,1.75,2.25,2.375,-0.98,116.075,1.884493381,9.553611111,-0.9553611111,4,6.286160523,5.969305288,0.0,0.0,12.84164325,5.969305288,12.84164325,4.794537184,30.0,1,1,1,0
276.3068705,9.593172146,6.146218645,6.146218645,5.526831883,5.526831883,3.97897261,2.569694053,0.0,5.907179729,284.089365,1.428571429,1.857142857,2.642857143,-0.57,272.171,3.646722911,11.60641492,0.050483193,5,0.0,0.0,0.0,68.55984304,0.0,11.594566,71.31801377,4.794537184,36.16666667,0,0,1,1
105.9209386,3.680739213,2.173512859,3.524373995,1.693311693,2.446523685,0.916700132,0.512688452,0.0,0.0,131.0582431,0.9,1.1,1.0,0.02,122.128,26.81047123,8.899927144,0.034722222,1,0.0,0.0,35.89528683,13.8474744,0.0,17.74406608,6.103966388,0.0,5.817862778,0,0,1,1
292.4552797,5.198377303,3.281313951,3.281313951,2.692812441,2.692812441,1.286449932,0.703905572,12.01114612,12.84164325,194.0426527,1.333333333,1.916666667,2.416666667,-1.55,184.059,5.43,10.26253496,-1.020300926,6,6.041840829,5.969305288,0.0,12.84164325,6.420821623,5.969305288,12.84164325,11.21535881,41.0,1,1,1,0
2.0,1.0,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,31.04219916,3.0,3.0,3.0,-0.04,26.018,3.270691516,4.75,0.25,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,23.33333333,0,0,1,1
815.9278922,10.9113027,5.985558532,7.142063201,4.574026286,6.410968633,3.97897261,2.653582929,82.44824561,0.0,427.0198993,1.0,1.75,2.3,-0.73,412.083,5.849937792,11.09944066,-5.046365557,17,30.64376672,21.33513764,0.0,0.0,0.0,15.64539425,31.57701771,31.57701771,71.66666667,0,0,1,1
1148.949793,19.27958332,11.16096521,13.96543564,8.625988407,11.16096521,8.240162962,4.198164139,15.64539425,11.98427311,530.0702767,0.976190476,1.619047619,2.190476191,-0.2,506.124,6.842819576,11.12942793,-5.066255336,9,0.0,15.64539425,0.0,53.37823529,0.0,15.64539425,92.11767684,17.9644751,53.33333333,0,0,1,1
396.0135696,7.259037475,4.793563273,4.793563273,3.973829818,3.973829818,2.648876202,0.856141429,32.74147825,0.0,154.0266087,1.2,1.7,1.866666667,-0.09,148.077,1.294592269,10.22248166,-4.651759259,7,24.41586555,7.822697123,0.0,0.0,0.0,7.822697123,6.103966388,18.34940556,26.66666667,0,0,0,1
1760.61252,26.20154493,16.94257467,21.35885555,13.02770359,18.54739653,12.2223566,5.324943475,84.55497195,42.24492876,881.146903,1.095238095,1.80952381,2.470588235,-2.95,811.295,13.816775,12.67886149,-5.584887741,29,42.04313129,29.43739666,25.60935935,6.420821623,30.67817851,75.21737353,61.41178456,45.90295503,117.6532315,0,0,1,1
271.2118756,4.947264863,3.713500452,3.713500452,2.522250971,2.522250971,1.749075186,0.668507694,12.01114612,5.749511833,160.0371734,1.666666667,2.166666667,2.666666667,-1.1,148.073,1.84535989,10.49046296,-1.002013889,5,6.103966388,5.969305288,18.19910121,12.84164325,6.420821623,5.969305288,12.46266245,11.21535881,33.66666667,1,1,1,1
224.3672689,6.468432913,3.56200947,3.56200947,2.816708822,2.816708822,1.86705949,0.668452758,45.13547137,0.0,196.0583027,1.272727273,1.909090909,2.363636364,-0.09,184.059,5.58491063,10.36860654,-4.742887023,10,18.31189916,13.79200241,0.0,0.0,0.0,13.79200241,30.70589228,13.88333263,44.5,0,0,1,1
390.0088202,7.468432913,4.267025738,4.267025738,3.381002826,3.381002826,1.819832899,1.305665965,36.9881866,0.0,206.0426527,1.333333333,1.933333333,2.466666667,-1.79,196.07,2.782760417,11.50371352,-1.495,7,0.0,5.969305288,0.0,0.0,0.0,17.73119024,12.46266245,4.794537184,46.83333333,1,1,0,1
1947.902203,26.55509832,17.25988824,22.38639965,14.31293719,19.05195087,12.84897293,9.956989657,84.55497195,41.60735208,876.262966,1.034482759,1.701754386,2.350877193,-2.48,827.294,14.07523619,12.74706605,-5.570622239,28,36.25988634,23.46809137,25.60935935,0.0,37.09900013,69.14135342,57.47053937,50.69749222,116.5532062,0,0,1,1
237.8861379,5.81034907,3.633935872,3.633935872,2.51622934,2.51622934,1.222364621,0.835261196,6.041840829,17.91984529,180.0633881,1.833333333,2.333333333,3.0,-1.71,168.06,1.416344473,10.55305556,-0.710648148,6,6.041840829,5.969305288,0.0,0.0,0.0,5.969305288,18.88348408,4.794537184,39.66666667,0,0,0,1
378.0184384,8.131030293,5.953692975,6.213937168,3.114016186,4.171342758,2.588099173,1.521045585,61.91470014,0.0,342.1162115,1.083333333,1.916666667,2.5,-1.87,320.121,5.678672701,9.795324074,-1.413194444,13,18.31189916,0.0,0.0,0.0,0.0,0.0,24.41586555,9.843390349,61.17973574,0,0,0,1
83.10802962,3.553418013,2.173512859,2.173512859,1.922211622,1.922211622,1.003387475,0.078092629,24.60192589,0.0,126.0013597,1.8,2.1,2.2,0.02,120.132,1.581758759,8.87662037,-1.669305556,5,0.0,67.969305288,0.0,0.0,0.0,0.0,0.0,4.736862954,34.16666667,0,0,1,1
378.0184384,10.27296337,9.832325208,9.832325208,7.319538645,7.319538645,5.780935869,3.814628617,19.96850434,18.84556637,316.1674592,1.176470588,1.852941177,2.5,-1.13,292.205,13.28051123,11.74965775,-0.293932387,5,0.0,95.47453198,45.44866694,0.0,0.0,6.410095306,96.11940389,0.0,51.73280384,0,0,0,1
299.1712481,8.752237423,5.259616277,6.524211347,4.431274012,4.577084214,2.937081972,0.86747812,13.92666351,26.29286676,246.005826,1.363636364,2.0,2.454545455,-0.5,233.996,7.16313168,11.4526392,-4.157523179,7,0.0,105.5342152,0.0,0.0,0.0,16.02530659,6.103966388,15.69567741,54.18049289,0,0,1,1
174.9315636,5.485269665,2.580464759,3.722224695,2.514181782,2.514181782,1.127414669,0.926663634,34.32554789,0.0,180.0633881,1.333333333,2.0,2.5625,-1.32,168.06,5.26,10.74490741,-1.806018519,7,0.0,17.90791586,0.0,6.9237372,0.0,17.90791586,6.103966388,14.26826309,37.66666667,1,1,1,1
591.0697059,13.2536913,12.29245805,12.29245805,11.66341458,11.66341458,8.24491396,6.531778952,0.0,6.103966388,386.3548661,1.066666667,1.866666667,2.533333333,-0.56,340.296,3.341060861,10.42439263,-0.082288176,1,0.0,0.0,65.5302755,97.7039902,0.0,0.0,111.3516902,0.0,48.66666667,0,0,1,1
233.8861379,7.613392203,3.431698411,4.317724175,2.586853968,3.285046029,1.957250305,1.058931007,46.8542021,0.0,230.0191539,0.714285714,0.928571429,1.071428571,0.06,219.021,5.869198966,10.36860654,-4.742887023,8,0.0,15.64539425,0.0,0.0,0.0,15.64539425,24.41586555,22.97212808,37.2137527,0,0,1,1
176.8771238,5.485269665,3.217863939,3.217863939,2.24972252,2.24972252,1.264280325,0.534973659,36.9881866,0.0,178.047738,1.166666667,1.666666667,2.0,-0.98,168.06,3.422420004,10.42133409,-1.667416856,6,6.103966388,5.969305288,0.0,0.0,6.420821623,11.75255023,18.6287544,14.32593732,47.0,1,1,1,1
2073.344875,26.94894517,17.67588457,22.1826701,16.29193412,21.69539113,14.63042601,12.39164597,84.55497195,53.78102731,602.35837,1.036363636,1.690909091,2.318181818,-3.16,556.408,9.379822777,12.74999635,-5.571524996,29,36.25988634,23.46809137,68.3735413,38.02201416,35.17033152,69.14135342,121.7271609,45.90295503,125.7495741,0,0,0,1
74.79398752,2.64273441,0.881855088,0.881855088,0.402368927,0.402368927,0.087310213,0.0,5.969305288,0.0,76.01604399,1.5,1.666666667,1.666666667,-0.86,72.019,0.41388535,9.958333333,-0.851851852,4,0.0,6.093240071,0.0,0.0,0.0,11.76188495,0.0,9.589074368,23.33333333,1,1,1,1
688.3578553,9.952397498,8.610083145,8.610083145,6.453172319,6.812370618,4.282384828,2.964773466,67.91458682,0.0,272.0684735,0.85,1.4,1.95,-2.16,260.16,2.992733564,10.31264204,-1.909054049,10,36.62379833,0.0,0.0,6.9237372,12.08368166,0.0,36.62379833,9.473725908,67.33333333,0,0,1,1
133.7744375,4.53658126,2.444746743,2.444746743,1.488745349,1.488745349,0.902888513,0.826741866,0.0,0.0,132.0534921,1.666666667,2.111111111,2.666666667,-0.61,124.051,2.884313734,10.24579208,-0.833333333,6,0.0,62.79260201,0.0,0.0,0.0,17.74406608,6.103966388,4.794537184,31.5,0,0,1,1
159.4212455,4.53658126,2.474096319,2.474096319,1.457012673,1.457012673,0.757301086,0.262560609,11.93861058,0.0,150.0316941,1.75,2.25,2.375,-1.1,144.038,3.158592167,9.852966742,-1.070324074,5,6.041840829,11.93861058,0.0,0.0,0.0,11.93861058,12.84164325,9.589074368,39.66666667,2,2,1,1
821.020719,12.26536198,7.973859098,9.981875037,4.663379356,6.179801415,4.293556273,2.526536198,70.86350353,0.0,356.0733148,1.0,1.3125,1.8125,-0.08,354.106,11.3311862,12.17598479,-5.824173478,17,0.0,169.2753401,0.0,0.0,0.0,32.8000429,6.041840829,31.96194817,77.13245645,0,0,0,0
670.2442212,10.1690351,7.081912506,7.081912506,6.417375286,6.417375286,4.279478637,2.850894682,0.0,18.9011502,336.0478941,1.181818182,2.045454546,2.727272727,-1.52,320.121,2.193473423,9.708654416,-0.369837963,4,0.0,0.0,43.5665453,73.11746337,0.0,0.0,50.27835227,11.21535881,53.66666667,0,0,1,0
268.0407971,5.574586063,3.431698411,3.431698411,2.514181782,2.514181782,1.507704509,0.770482128,5.969305288,11.31296333,174.1116757,1.166666667,1.75,2.25,-1.51,160.092,1.895375402,10.66490741,-0.912638889,3,0.0,5.969305288,6.9237372,24.26546827,6.420821623,5.969305288,0.0,11.21535881,33.66666667,1,1,1,1
1158.605997,15.11049699,9.989945016,12.89024703,8.653582929,13.71394618,11.9220055,3.756846925,70.57145454,35.48984985,584.2634849,1.054545455,1.709090909,2.394736842,-3.38,538.122,4.938717915,12.7137015,-5.590315646,16,17.2485355,15.64539425,0.0,33.61285484,31.67572642,32.41410324,64.25662157,17.9644751,70.08333333,0,0,1,1
86.93569697,3.125897658,1.962071797,1.962071797,1.126912803,1.126912803,0.35739023,0.0,0.0,11.49902367,102.0316941,1.0,1.523809524,1.523809524,-1.35,96.041,0.92905918,10.59031557,-0.321759259,4,0.0,0.0,0.0,23.77220574,0.0,10.96924436,0.0,0.0,29.33333333,0,0,1,0
1710.034747,20.35188073,15.1011891,16.94144684,11.62459267,13.03072162,8.240162962,4.886556499,84.55497195,41.60735208,602.35837,1.052631579,1.736842105,2.421052632,-2.44,547.306,12.87649819,12.64438027,-5.575940976,29,36.25988634,23.46809137,25.60935935,0.0,37.09900013,69.14135342,50.91206274,45.90295503,100.8038337,0,0,1,1
250.5446101,5.074586063,2.174580796,2.174580796,1.829115249,1.829115249,0.9353329502,0.405860239,12.01114612,12.17033346,173.0086129,1.545454546,2.181818182,2.454545455,-1.85,168.06,1.895375402,10.09087065,-1.122685185,5,6.041840829,5.969305288,0.0,12.96557803,0.0,5.969305288,12.46266245,11.21535881,41.83333333,1,1,0,1
564.1705594,9.949160848,5.834957955,5.834957955,3.494195557,4.526518244,3.827743658,2.526518244,17.98045141,12.84164325,254.0579088,1.25,1.888888889,2.388888889,-1.24,244.122,2.923514785,11.41971478,-1.016627929,4,42.72776471,0.0,25.49659904,53.37823529,12.26321064,0.0,42.72776471,4.736862954,33.79196693,0,0,1,1
203.4159526,3.804530453,2.174580796,2.174580796,1.574452122,1.574452122,0.773964207,0.453038919,0.0,0.0,117.0578492,1.875,2.375,2.5,-0.57,110.095,1.490370509,8.794259259,0.097222222,3,0.0,0.0,30.33183534,5.563451492,0.0,0.0,0.0,0.0,33.16666667,0,0,1,1
72.58027135,3.553418013,2.262570355,2.262570355,1.397834258,1.397834258,0.557387494,0.150587842,0.0,0.0,119.0582431,1.6,2.1,2.6,-0.53,112.04,1.280136054,9.636574074,0.084377575,1,0.0,0.0,0.0,12.13273414,6.420821623,6.286160523,12.20793278,0.0,29.33333333,0,0,1,1
522.5419437,12.67405237,9.986524705,9.986524705,8.387469204,8.387469204,8.356325355,7.060849716,12.07327168,5.907179729,316.1674592,1.147826087,1.782608696,2.382608696,-1.91,292.111,1.920863252,12.15360493,-0.772731482,4,5.693927995,5.969305288,13.8474744,69.29874851,11.16784408,16.87223022,71.31801377,11.21535881,53.0,1,1,1,0
83.10802962,4.414719447,2.840840959,2.840840959,2.81108746,2.81108746,1.286449932,0.846002681,6.103966388,6.103966388,132.0534921,1.5,2.125,2.5,-0.51,124.055,1.415744324,9.088287037,-0.529907407,3,6.103966388,0.0,0.0,12.13273414,0.0,0.0,37.56750392,6.103966388,18.32888889,0,0,1,1
104.6059378,5.701907263,3.629549111,3.629549111,2.619451663,2.619451663,1.908915358,1.365480389,37.30890804,0.0,180.0633881,0.916666667,1.5,2.0,-0.2,168.06,2.038928006,9.199537037,-1.834814815,7,0.0,0.0,0.0,0.0,0.0,0.0,18.31189916,4.736862954,31.29412935,0,0,1,1
170.3657024,6.112590865,3.508652845,3.508652845,2.859848442,2.859848442,1.910460047,1.120915327,0.0,6.103966388,174.1116757,1.583333333,2.25,2.75,-0.53,164.123,2.183944954,10.44165816,0.193611111,4,0.0,0.0,18.19910121,17.69618563,6.544756406,0.0,0.0,0.0,28.5,0,0,1,1
281.7021006,7.43042811,4.355739145,4.355739145,3.48523529,3.48523529,2.281237516,1.289774594,45.13547137,0.0,260.0297186,1.333333333,2.0,2.5625,-0.09,247.031,3.201490511,10.08324074,-4.730487804,10,24.41586555,7.822697123,0.0,0.0,0.0,16.87223022,30.64376672,13.8256584,44.5,0,0,1,1
40.15772188,3.625897658,1.988391115,1.988391115,1.014211137,1.014211137,0.213865472,0.0,12.57618725,0.0,87.99828575,1.625,2.0,2.0,-0.53,84.03,1.47,9.636574074,-1.875,4,6.103966388,0.0,0.0,0.0,0.0,0.0,6.103966388,4.565048285,21.17824074,0,0,1,1
292.4552797,6.112590865,4.789909526,5.127678038,4.058932915,4.458930254,2.764849016,1.596112216,31.85571567,0.0,230.0191539,1.272727273,1.909090909,2.363636364,-0.46,219.021,7.08696175,10.21500031,-4.712517764,8,11.84402079,7.822697123,0.0,0.0,13.34455882,7.822697123,25.23563636,13.8256584,37.23503401,0,0,0,1
1152.912455,18.90319232,12.98083525,17.90319232,7.914541993,10.22291445,7.914541993,3.636517272,84.55497195,41.60735208,548.0808414,1.0,1.736842105,2.421052632,-2.48,522.123,6.947796759,12.67952128,-5.595602014,28,36.25988634,23.46809137,0.0,0.0,0.0,69.14135342,57.33288437,50.69749222,108.2331294,0,0,0,1
237.1727756,4.698377303,3.240199521,3.240199521,2.841226571,2.841226571,1.715482851,1.077096428,0.0,0.0,134.0401506,1.0,1.75,2.25,-1.56,128.039,1.294592269,6.75,0.231156473,1,5.749511833,0.0,6.9237372,18.19910121,12.26321064,0.0,0.0,0.0,22.0,0,0,1,1
787.4599865,15.68797827,9.544869697,9.544869697,6.09088573,6.09088573,3.819603024,2.293500848,101.1989153,0.0,364.0420146,1.363636364,1.909090909,2.545454546,-0.94,351.09,3.235986288,11.81385265,-3.420787982,15,0.0,102.733146,0.0,0.0,0.0,20.92608366,106.9425309,18.94745182,86.16666667,1,1,1,1
767.0434656,10.81096817,6.540520749,7.079025681,5.526831883,6.334428489,3.97897261,2.569694053,71.79955026,0.0,339.9960491,0.882352941,1.529411765,2.352941177,-1.27,326.002,3.201490511,11.13372383,-5.515938966,17,36.62379833,21.33513764,0.0,0.0,0.0,21.61469953,42.72776471,36.75648535,69.13095695,0,0,0,1
197.0595826,5.91279002,2.797381934,4.315875146,1.826320369,3.877675541,1.598581238,0.262560609,39.03150498,17.11221722,230.0191539,1.5,2.0625,2.625,-0.31,219.021,5.848400351,10.74091167,-4.834178634,6,18.31189916,7.822697123,0.0,0.0,0.0,7.822697123,0.0,13.8256584,37.33140117,0,0,0,1
137.7269405,4.03658126,2.218621903,2.218621903,1.551126975,1.551126975,0.982977533,0.212963369,24.40127303,0.0,146.0215233,1.166666667,1.25,1.666666667,-1.1,132.078,3.479710145,9.797083333,-1.30787037,5,6.041840829,11.93861058,0.0,0.0,0.0,11.93861058,18.88348408,9.589074368,44.5,2,2,1,1
72.58027135,4.304530453,2.444746743,2.077222224,1.08188229,1.345810454,0.912719438,0.203263132,0.0,0.0,104.1069905,1.6,2.4,2.9,0.02,96.11,0.729374857,10.74958333,0.171993575,3,0.0,86.74681949,0.0,0.0,0.0,17.74406608,19.26246487,4.794537184,21.57824074,0,0,1,1
527.3674852,10.3630811,6.493630444,7.926586072,4.324150302,5.454532184,3.24195369,2.131002377,38.96937942,6.606881965,336.0478941,0.80952381,1.80952381,2.285714286,-1.29,321.093,5.371071616,10.55601852,-4.617566238,10,24.35373999,7.822697123,0.0,0.0,0.0,13.6405599,24.35373999,13.8256584,47.51588191,0,0,1,1
52.7548875,2.77005561,1.170530223,1.170530223,0.669403335,0.669403335,0.210785501,0.0,5.969305288,0.0,88.01604399,2.4,2.6,2.6,-0.79,84.03,3.21,9.321759259,-1.601851852,3,0.0,5.969305288,0.0,0.0,0.0,5.969305288,6.420821623,4.794537184,23.66666667,1,1,1,1
484.0668827,7.994800481,4.450724729,4.450724729,3.746268119,3.746268119,2.937401336,1.245152376,17.2485355,25.29357938,222.0680796,1.25,1.9,2.4,-1.51,212.163,2.025663274,11.44642621,-0.447962963,7,0.0,5.689743398,0.0,0.0,0.0,10.96924436,0.0,0.0,37.2137527,0,0,1,1
96.6017922,4.698377303,3.391458527,3.391458527,2.230697809,2.230697809,1.594127468,0.654489245,5.969305288,12.96557803,138.0316941,1.416666667,2.0,2.5,-0.61,132.078,2.743194335,10.26175926,-0.226572462,3,6.041840829,5.969305288,6.578935684,19.38639965,6.420821623,5.969305288,20.26829602,4.794537184,33.5,1,1,1,1
2058.814651,26.48342001,16.30087837,22.18562838,12.5006043,18.45206977,11.9220055,4.93148135,84.55497195,47.36020569,887.1363383,1.01754386,1.684210526,2.350877193,-3.42,847.328,13.54990567,12.67803497,-5.595602014,29,42.00939818,23.46809137,37.74209349,24.26546827,36.24163,69.14135342,50.91206274,45.90295503,114.5891194,0,0,1,1
427.6634845,9.911302701,5.953158776,8.574688163,4.744063077,6.010149915,3.97897261,1.770578623,15.64539425,6.606881965,339.9960491,1.375,1.9375,2.3125,0.06,326.002,15.03388953,11.2380483,-5.046365557,9,0.0,15.64539425,34.94737391,0.0,0.0,15.64539425,53.37823529,17.9644751,37.2137527,0,0,1,1
2174.823843,32.55509832,21.6011891,27.10797463,16.24364902,22.71923842,14.13042601,6.769204091,84.55497195,41.60735208,1055.360525,0.966101695,1.677966102,2.368421053,-2.44,963.45,21.6992422,12.74930691,-5.578587746,28,36.25988634,23.46809137,105.4453378,38.52492974,37.09900013,69.14135342,147.7273027,50.69749222,125.7495741,0,0,1,0
855.3034604,13.84897297,6.540520749,10.22005124,5.379795656,8.243734182,5.452629345,2.58758587,79.83302598,17.11221722,488.1073309,1.535714286,2.214285714,2.928571429,-1.3,442.11,6.772139179,12.65347189,-5.473741653,18,30.64376672,21.33513764,0.0,6.066367069,6.196843572,21.42863919,24.53980033,31.96194817,71.5488812,0,0,1,0
731.665451,11.6690351,5.336107095,7.884636649,4.248140504,7.036836457,3.919176401,1.575518244,46.24737705,0.0,339.0467657,1.214285714,1.857142857,2.142857143,-1.67,325.085,4.05426312,11.6634981,-5.503481833,15,12.33186756,21.33513764,0.0,6.9237372,12.61766519,15.64539425,24.85665557,22.70133806,55.76853371,0,0,1,1
224.3672689,5.519744508,3.125730372,3.507922802,1.811731173,2.154638523,1.129339699,0.418123838,36.9920528,0.0,164.0473441,1.416666667,2.0,2.416666667,-1.85,156.096,1.415744324,10.3736952,-1.347222222,7,0.0,5.969305288,0.0,0.0,6.544756406,11.75255023,0.0,9.531400138,48.83333333,1,1,1,0
102.6059378,4.680739213,2.932841772,2.932841772,1.904313522,1.904313522,1.101981808,0.0,0.0,0.0,148.0371734,1.833333333,2.333333333,2.333333333,-0.42,140.05,1.47,9.636574074,0.171993575,2,0.0,0.0,18.19910121,6.9237372,0.0,0.0,6.9237372,0.0,20.66666667,0,0,1,1
159.4212455,4.414719447,2.801636245,2.801636245,2.676274069,2.676274069,1.204208933,0.361281666,24.14654335,0.0,162.0164379,1.3,1.8,1.9,-1.14,156.049,1.804460078,10.63606481,-1.50087963,5,0.0,11.93861058,0.0,0.0,0.0,11.93861058,12.20793278,9.589074368,44.5,2,2,0,1
1727.925403,25.73696089,16.17536665,22.90315449,16.44173,18.84205651,12.1557283,4.584878071,101.1989153,60.20184893,1055.360525,1.051282051,1.75862069,2.260869565,-3.07,987.472,12.51479957,12.65239014,-5.571954428,22,36.56167277,21.33513764,32.53309655,6.066367069,18.18111669,21.46325702,64.25662157,36.75648535,114.6616017,0,0,0,1
201.3739287,5.698377303,3.499645472,3.499645472,2.390704155,2.390704155,1.446041877,0.85686997,11.75255023,6.420821623,168.0422587,1.333333333,2.0,2.6,-1.1,160.084,2.196104624,10.68227434,-2.236435185,4,0.0,5.969305288,0.0,19.38639965,0.0,11.75255023,25.3043057,9.589074368,49.33333333,1,1,1,1
275.1727756,7.194305874,4.219343412,5.749640156,3.323218194,4.012574028,2.579511904,1.029290852,45.4523266,0.0,260.0297186,1.333333333,2.0,2.333333333,-0.09,247.031,2.976185124,11.5263265,-4.784797878,10,24.41586555,7.822697123,0.0,0.0,0.0,7.822697123,24.41586555,13.8256584,44.55468238,0,0,1,1
2088.737338,33.91396133,24.38843853,24.38843853,18.13494972,18.13494972,11.61611357,8.663838558,129.4988041,13.01697727,867.131253,0.933333333,1.355555556,1.933333333,-2.16,816.474,14.42955284,13.07188957,-1.606534392,23,18.31189916,175.031409,45.44866694,0.0,0.0,12.31727504,157.5311885,45.90295503,143.575959,0,0,0,1
201.8713939,5.609060905,2.316496581,2.316496581,1.962539745,1.962539745,1.020739643,0.0,17.98045141,0.0,178.047738,1.571428571,2.0,2.0,-2.0,168.06,1.581758759,10.47726852,-2.168009259,6,0.0,11.93861058,0.0,6.420821623,0.0,11.93861058,19.26246487,9.589074368,43.0,2,2,1,0
1509.764839,19.27958332,14.94827422,14.94827422,11.24289618,11.24289618,9.965617272,8.584890753,12.07327168,6.606881965,456.1626078,0.666666667,1.428571429,1.814285714,-2.12,438.214,12.51479957,12.37776358,-1.049991969,11,34.66546521,5.969305288,0.0,66.53610666,19.54140239,5.969305288,96.81523992,9.531400138,99.66666667,0,0,0,1
289.7237977,9.040912558,6.78553668,6.78553668,5.390145495,5.390145495,3.97897261,2.071290835,24.60192589,11.21924332,290.2402303,1.162790698,2.074074074,2.619047619,-1.79,272.218,1.72154519,11.09478138,-0.594754259,9,18.31189916,175.031409,45.44866694,0.0,0.0,5.817862778,68.113115126,4.736862954,44.41666667,1,1,1,1
688.3578553,10.51745585,7.089119243,8.065214964,5.958012283,5.958012283,3.924154186,2.461132347,60.0918897,0.0,382.1310265,0.5,0.75,1.083333333,0.21,354.106,6.884214104,11.42312122,-5.433636188,18,36.62379833,21.33513764,0.0,0.0,0.0,27.45975371,36.62379833,27.26638634,51.19189037,0,0,0,1
1785.110653,19.27958332,15.0605295,15.0605295,13.03072162,13.03072162,9.456532672,5.2459888,23.88763113,35.28150955,707.1882516,1.0,1.727272727,2.327586207,-2.44,564.144,12.63541646,12.03930414,-1.087602986,14,17.10007448,19.48174581,44.68513676,37.10711152,17.10007448,11.75255023,70.36058795,38.35629747,100.751699,0,0,0,1
